SEASON,AGE,TEAM,LEAGUE,POS,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,PLAYER
2020-21,30.0,TOT,NBA,PF,23.0,434.0,8.9,0.469,0.374,0.222,5.1,21.9,13.3,10.1,2.1,1.9,20.5,13.6,-0.4,0.5,0.1,0.01,-4.9,1.1,-3.8,-0.2,Al-Farouq Aminu
2020-21,30.0,ORL,NBA,PF,17.0,367.0,9.9,0.482,0.348,0.191,5.5,20.8,12.9,11.3,2.3,2.2,20.6,14.3,-0.3,0.4,0.1,0.014,-4.4,1.3,-3.1,-0.1,Al-Farouq Aminu
2020-21,30.0,CHI,NBA,PF,6.0,67.0,3.0,0.369,0.6,0.5,3.3,27.8,15.7,3.5,1.4,0.0,19.7,9.8,-0.1,0.1,0.0,-0.013,-7.5,0.2,-7.3,-0.1,Al-Farouq Aminu
2016-17,20.0,MEM,NBA,PG,33.0,405.0,6.5,0.404,0.191,0.322,3.0,10.2,6.5,22.8,2.3,1.7,22.9,19.1,-0.8,0.5,-0.3,-0.041,-5.8,0.3,-5.5,-0.3,Wade Baldwin
2017-18,21.0,POR,NBA,PG,7.0,80.0,16.6,0.748,0.238,0.476,1.4,9.5,5.5,9.8,1.2,1.0,13.6,16.1,0.2,0.1,0.3,0.187,0.2,1.7,1.9,0.1,Wade Baldwin
2018-19,22.0,POR,NBA,PG,16.0,94.0,1.3,0.396,0.273,0.333,2.3,14.4,8.5,16.6,0.5,1.7,27.0,23.3,-0.4,0.1,-0.3,-0.153,-8.4,-1.9,-10.3,-0.2,Wade Baldwin
2017-18,20.0,POR,NBA,C,66.0,1045.0,7.5,0.475,0.391,0.145,4.7,18.2,11.5,7.1,0.8,2.4,15.9,15.4,-0.7,1.3,0.6,0.03,-4.5,0.2,-4.3,-0.6,Zach Collins
2018-19,21.0,POR,NBA,C,77.0,1356.0,13.5,0.562,0.303,0.315,8.8,16.5,12.7,7.1,0.9,3.9,14.5,16.6,1.4,1.5,2.9,0.104,-1.5,0.3,-1.2,0.3,Zach Collins
2019-20,22.0,POR,NBA,PF,11.0,290.0,9.9,0.538,0.279,0.118,9.1,15.7,12.4,7.2,0.8,1.5,16.4,12.5,0.2,0.1,0.3,0.052,-1.7,-1.4,-3.1,-0.1,Zach Collins
2021-22,24.0,SAS,NBA,C,28.0,502.0,16.4,0.594,0.265,0.419,9.5,22.5,16.0,16.3,1.2,3.8,19.7,19.2,0.6,0.7,1.2,0.118,-1.2,1.0,-0.2,0.2,Zach Collins
2022-23,25.0,SAS,NBA,C,63.0,1441.0,16.4,0.599,0.268,0.259,8.5,22.5,15.2,18.0,1.2,2.8,17.4,21.2,1.2,1.0,2.2,0.074,-0.5,0.3,-0.2,0.6,Zach Collins
2015-16,23.0,POR,NBA,SG,34.0,143.0,4.6,0.352,0.429,0.102,8.3,15.9,12.1,9.9,0.7,0.0,16.3,18.7,-0.3,0.1,-0.2,-0.076,-4.8,-3.2,-8.0,-0.2,Pat Connaughton
2016-17,24.0,POR,NBA,SG,39.0,316.0,11.8,0.645,0.458,0.125,3.5,14.8,9.1,12.7,0.9,0.5,18.3,13.0,0.4,0.2,0.6,0.09,-0.4,-0.3,-0.7,0.1,Pat Connaughton
2017-18,25.0,POR,NBA,SG,82.0,1488.0,9.3,0.539,0.538,0.113,2.7,9.1,5.9,8.7,0.8,1.2,9.5,13.4,1.2,1.3,2.5,0.08,-1.7,-0.1,-1.8,0.1,Pat Connaughton
2018-19,26.0,MIL,NBA,SG,61.0,1261.0,13.6,0.573,0.571,0.114,5.2,15.0,10.4,12.6,1.2,1.7,8.2,13.3,2.0,1.9,3.9,0.149,0.3,0.8,1.2,1.0,Pat Connaughton
2019-20,27.0,MIL,NBA,SG,67.0,1243.0,11.5,0.565,0.551,0.133,5.1,16.8,11.3,10.9,0.9,2.2,14.0,12.3,1.1,2.3,3.4,0.13,-0.9,1.5,0.6,0.8,Pat Connaughton
2020-21,28.0,MIL,NBA,SG,69.0,1575.0,11.3,0.578,0.703,0.103,4.4,17.3,11.1,6.3,1.5,1.3,7.5,11.6,1.8,1.7,3.5,0.108,-0.5,0.5,0.0,0.8,Pat Connaughton
2021-22,29.0,MIL,NBA,SF,65.0,1691.0,13.4,0.62,0.746,0.109,2.9,14.0,8.6,6.6,1.7,0.9,6.3,14.0,2.8,1.6,4.4,0.125,0.8,0.3,1.2,1.4,Pat Connaughton
2022-23,30.0,MIL,NBA,SF,61.0,1443.0,10.0,0.531,0.765,0.097,3.8,16.2,10.2,6.9,1.2,0.6,7.0,13.8,0.7,1.8,2.5,0.085,-1.3,0.3,-1.0,0.3,Pat Connaughton
2010-11,21.0,TOR,NBA,PF,65.0,1602.0,15.8,0.583,0.0,0.343,12.1,22.3,17.1,3.8,1.3,3.2,10.1,13.3,2.9,1.1,4.0,0.119,-0.2,-0.8,-0.9,0.4,Ed Davis
2011-12,22.0,TOR,NBA,PF,66.0,1534.0,14.2,0.544,0.003,0.316,10.4,23.0,16.7,6.5,1.4,3.4,14.9,13.8,1.6,2.3,3.9,0.121,-1.2,0.8,-0.3,0.7,Ed Davis
2012-13,23.0,TOT,NBA,"C,PF",81.0,1631.0,17.8,0.561,0.0,0.346,10.9,22.8,16.7,6.7,1.2,4.2,10.2,17.6,2.9,2.4,5.4,0.159,-0.2,0.4,0.2,0.9,Ed Davis
2012-13,23.0,TOR,NBA,C,45.0,1087.0,18.1,0.57,0.0,0.301,10.2,22.8,16.4,8.8,1.2,2.8,10.5,18.3,2.1,1.2,3.3,0.147,0.7,-0.3,0.4,0.6,Ed Davis
2012-13,23.0,MEM,NBA,PF,36.0,544.0,17.2,0.539,0.0,0.455,12.1,22.8,17.4,2.4,1.3,7.1,9.5,16.1,0.8,1.2,2.1,0.183,-2.0,1.9,-0.1,0.3,Ed Davis
2013-14,24.0,MEM,NBA,PF,63.0,956.0,15.9,0.542,0.0,0.307,11.4,20.9,16.1,4.5,0.9,3.7,10.8,17.8,1.2,1.4,2.6,0.129,-1.3,0.1,-1.2,0.2,Ed Davis
2014-15,25.0,LAL,NBA,PF,79.0,1840.0,20.0,0.594,0.0,0.403,13.3,23.1,18.0,8.3,1.4,4.3,9.5,14.8,4.6,1.6,6.3,0.164,1.4,0.1,1.5,1.6,Ed Davis
2015-16,26.0,POR,NBA,PF,81.0,1684.0,18.7,0.616,0.0,0.605,14.4,24.2,19.3,7.7,1.7,3.3,13.0,12.7,4.4,2.3,6.7,0.192,1.0,0.9,1.9,1.6,Ed Davis
2016-17,27.0,POR,NBA,PF,46.0,789.0,11.5,0.563,0.0,0.57,13.4,20.9,17.1,4.6,0.9,2.2,17.2,12.0,1.0,0.7,1.7,0.104,-3.2,-0.8,-4.1,-0.4,Ed Davis
2017-18,28.0,POR,NBA,C,78.0,1471.0,15.5,0.607,0.003,0.38,13.7,28.8,21.3,3.9,1.1,2.9,16.2,12.1,2.5,2.5,5.0,0.164,-1.2,0.6,-0.6,0.5,Ed Davis
2018-19,29.0,BRK,NBA,C,81.0,1446.0,17.3,0.632,0.007,0.536,15.8,34.6,25.2,6.0,1.2,1.8,14.6,12.7,3.3,2.5,5.7,0.191,-0.6,0.7,0.0,0.7,Ed Davis
2019-20,30.0,UTA,NBA,C,28.0,303.0,9.5,0.489,0.0,0.304,13.2,24.6,19.1,5.2,1.8,2.5,20.0,9.4,0.2,0.5,0.6,0.102,-4.6,1.5,-3.2,-0.1,Ed Davis
2020-21,31.0,MIN,NBA,C,23.0,299.0,13.1,0.487,0.0,0.273,16.1,26.0,20.8,9.0,2.1,3.8,12.4,7.9,0.5,0.4,0.8,0.135,-3.3,1.1,-2.2,0.0,Ed Davis
2021-22,32.0,CLE,NBA,C,31.0,201.0,9.3,0.632,0.0,0.875,7.9,26.9,17.6,4.5,0.7,4.0,18.4,6.0,0.2,0.3,0.5,0.126,-4.2,2.5,-1.8,0.0,Ed Davis
2012-13,19.0,ORL,NBA,SF,76.0,1974.0,12.5,0.504,0.207,0.227,7.0,12.2,9.6,3.9,2.3,2.4,10.0,15.9,0.7,1.7,2.4,0.059,-1.6,0.3,-1.3,0.4,Maurice Harkless
2013-14,20.0,ORL,NBA,SF,80.0,1950.0,11.8,0.542,0.319,0.296,4.0,11.4,7.7,6.4,2.5,2.0,13.6,14.8,0.6,2.1,2.8,0.068,-1.5,1.1,-0.4,0.8,Maurice Harkless
2014-15,21.0,ORL,NBA,SF,45.0,674.0,8.4,0.449,0.354,0.259,6.3,11.6,8.9,5.4,2.4,1.1,13.3,13.7,-0.3,0.6,0.3,0.021,-3.8,0.2,-3.6,-0.3,Maurice Harkless
2015-16,22.0,POR,NBA,SF,78.0,1457.0,13.3,0.541,0.341,0.27,7.5,13.3,10.4,6.9,1.7,1.9,11.9,15.6,1.6,1.3,2.9,0.096,-0.5,0.0,-0.5,0.5,Maurice Harkless
2016-17,23.0,POR,NBA,SF,77.0,2223.0,13.1,0.57,0.311,0.199,6.2,10.8,8.5,5.9,1.9,2.5,11.2,15.2,2.3,1.9,4.2,0.091,-0.8,0.1,-0.6,0.8,Maurice Harkless
2017-18,24.0,POR,NBA,SF,59.0,1264.0,12.6,0.596,0.397,0.199,4.0,9.9,7.0,6.0,1.9,2.8,11.0,12.6,1.6,1.7,3.2,0.123,-0.4,1.7,1.4,1.1,Maurice Harkless
2018-19,25.0,POR,NBA,SF,60.0,1415.0,13.2,0.547,0.309,0.188,5.9,14.1,10.1,7.1,2.3,3.0,9.7,13.9,1.5,1.9,3.4,0.114,-1.0,1.7,0.7,1.0,Maurice Harkless
2019-20,26.0,TOT,NBA,"PF,SF",62.0,1427.0,9.8,0.572,0.346,0.233,4.1,13.3,8.8,6.4,1.9,2.1,14.5,10.7,0.8,1.9,2.7,0.09,-2.6,1.9,-0.7,0.5,Maurice Harkless
2019-20,26.0,LAC,NBA,PF,50.0,1141.0,9.7,0.584,0.336,0.194,4.4,13.6,9.1,5.5,2.0,2.3,16.3,10.3,0.5,1.7,2.3,0.095,-2.4,2.4,0.0,0.6,Maurice Harkless
2019-20,26.0,NYK,NBA,SF,12.0,286.0,10.1,0.536,0.379,0.364,2.9,12.3,7.5,9.7,1.5,1.0,8.4,12.4,0.2,0.2,0.4,0.069,-3.2,-0.3,-3.5,-0.1,Maurice Harkless
2020-21,27.0,TOT,NBA,"PF,SF",37.0,772.0,8.1,0.527,0.509,0.261,1.9,11.1,6.4,7.3,1.9,2.3,10.7,11.5,0.2,0.4,0.6,0.038,-3.8,0.1,-3.7,-0.3,Maurice Harkless
2020-21,27.0,MIA,NBA,SF,11.0,124.0,4.6,0.54,0.846,0.154,1.9,10.0,6.0,7.3,0.8,3.4,17.8,6.1,0.0,0.1,0.1,0.046,-3.5,0.7,-2.8,0.0,Maurice Harkless
2020-21,27.0,SAC,NBA,PF,26.0,648.0,8.8,0.526,0.48,0.27,1.9,11.3,6.5,7.3,2.1,2.1,10.1,12.6,0.1,0.3,0.5,0.036,-3.8,0.0,-3.8,-0.3,Maurice Harkless
2021-22,28.0,SAC,NBA,SF,47.0,863.0,7.7,0.561,0.558,0.155,1.5,12.7,7.1,3.6,1.6,2.4,13.8,11.2,-0.1,0.6,0.5,0.026,-3.7,0.4,-3.3,-0.3,Maurice Harkless
2016-17,22.0,POR,NBA,SF,35.0,249.0,4.9,0.404,0.573,0.191,2.7,8.0,5.3,6.2,1.8,1.0,10.2,19.0,-0.4,0.1,-0.3,-0.054,-5.2,-1.2,-6.4,-0.3,Jake Layman
2017-18,23.0,POR,NBA,SF,35.0,160.0,4.9,0.352,0.426,0.064,2.8,8.1,5.5,9.4,1.9,2.0,9.4,14.6,-0.3,0.2,-0.1,-0.021,-4.8,0.4,-4.3,-0.1,Jake Layman
2018-19,24.0,POR,NBA,SF,71.0,1327.0,13.5,0.594,0.427,0.167,4.6,12.6,8.7,5.6,1.1,1.8,9.2,15.9,1.9,1.2,3.1,0.111,-0.1,-0.3,-0.5,0.5,Jake Layman
2019-20,25.0,MIN,NBA,SF,23.0,505.0,10.3,0.544,0.402,0.179,3.4,8.7,6.0,4.4,1.6,1.6,11.1,17.7,0.0,0.3,0.3,0.03,-2.8,-0.9,-3.7,-0.2,Jake Layman
2020-21,26.0,MIN,NBA,SF,45.0,627.0,11.4,0.577,0.424,0.201,2.2,9.7,5.8,6.4,2.2,2.6,11.5,15.1,0.2,0.5,0.7,0.051,-2.2,0.2,-2.1,0.0,Jake Layman
2021-22,27.0,MIN,NBA,SF,34.0,231.0,9.0,0.5,0.479,0.247,2.7,14.3,8.4,5.3,1.4,2.1,11.0,16.4,-0.1,0.2,0.1,0.024,-3.3,-0.6,-3.9,-0.1,Jake Layman
2012-13,20.0,POR,NBA,C,69.0,1206.0,12.1,0.596,0.025,0.321,7.6,17.1,12.3,4.3,0.5,2.4,13.4,13.9,1.8,0.7,2.4,0.097,-2.7,-0.6,-3.3,-0.4,Meyers Leonard
2013-14,21.0,POR,NBA,C,40.0,355.0,9.4,0.489,0.066,0.231,8.0,25.5,16.8,7.3,1.0,1.0,13.0,14.2,0.2,0.5,0.6,0.086,-4.7,0.8,-4.0,-0.2,Meyers Leonard
2014-15,22.0,POR,NBA,C,55.0,847.0,14.8,0.631,0.457,0.131,5.9,25.3,15.8,5.8,0.6,1.2,13.1,15.8,1.6,1.2,2.8,0.158,0.1,0.5,0.6,0.6,Meyers Leonard
2015-16,23.0,POR,NBA,PF,61.0,1333.0,11.3,0.561,0.524,0.106,4.1,21.4,12.8,10.6,0.3,1.1,14.5,17.4,1.2,1.0,2.2,0.078,-1.1,-0.6,-1.7,0.1,Meyers Leonard
2016-17,24.0,POR,NBA,PF,74.0,1222.0,8.9,0.507,0.563,0.106,2.4,19.1,10.8,8.4,0.5,1.8,8.1,15.5,0.5,0.8,1.4,0.053,-2.6,-0.6,-3.3,-0.4,Meyers Leonard
2017-18,25.0,POR,NBA,C,33.0,254.0,17.8,0.676,0.333,0.141,5.2,24.7,15.0,10.6,1.4,0.0,10.8,16.1,0.7,0.3,1.1,0.2,1.0,0.9,2.0,0.3,Meyers Leonard
2018-19,26.0,POR,NBA,C,61.0,878.0,15.8,0.675,0.459,0.211,6.1,21.8,14.2,11.8,0.7,0.8,14.0,14.8,2.1,0.9,3.0,0.164,1.5,0.3,1.8,0.8,Meyers Leonard
2019-20,27.0,MIA,NBA,C,51.0,1034.0,10.6,0.627,0.547,0.12,3.4,24.0,14.1,7.6,0.7,1.4,13.7,12.2,0.9,1.2,2.1,0.096,-1.3,0.4,-0.9,0.3,Meyers Leonard
2020-21,28.0,MIA,NBA,C,3.0,29.0,6.6,0.635,1.0,0.286,0.0,27.1,13.8,9.7,0.0,0.0,20.2,15.4,0.0,0.0,0.0,0.038,-3.3,-0.4,-3.7,0.0,Meyers Leonard
2022-23,30.0,MIL,NBA,C,9.0,114.0,12.0,0.652,0.621,0.31,11.4,19.4,15.5,1.2,0.8,0.0,15.4,14.4,0.2,0.1,0.3,0.126,-2.8,-2.2,-5.0,-0.1,Meyers Leonard
2012-13,22.0,POR,NBA,PG,82.0,3167.0,16.4,0.546,0.391,0.249,1.5,8.0,4.7,28.8,1.2,0.5,14.5,24.2,5.1,0.7,5.8,0.088,2.1,-1.9,0.3,1.8,Damian Lillard
2013-14,23.0,POR,NBA,PG,82.0,2937.0,18.6,0.568,0.425,0.327,1.3,9.2,5.3,25.1,1.1,0.5,11.5,25.0,7.8,1.8,9.6,0.157,3.8,-0.6,3.2,3.9,Damian Lillard
2014-15,24.0,POR,NBA,PG,82.0,2925.0,20.7,0.56,0.421,0.293,1.8,11.8,6.9,29.0,1.7,0.5,12.6,26.9,7.3,3.3,10.6,0.174,4.3,0.3,4.7,4.9,Damian Lillard
2015-16,25.0,POR,NBA,PG,75.0,2676.0,22.2,0.56,0.414,0.315,1.8,10.4,6.1,33.6,1.2,0.8,12.6,31.3,7.7,1.4,9.2,0.165,5.7,-1.3,4.4,4.3,Damian Lillard
2016-17,26.0,POR,NBA,PG,75.0,2694.0,24.1,0.586,0.389,0.366,1.9,13.3,7.6,28.7,1.3,0.6,10.2,31.5,8.8,1.5,10.4,0.185,6.1,-1.1,5.0,4.8,Damian Lillard
2017-18,27.0,POR,NBA,PG,73.0,2670.0,25.2,0.594,0.445,0.38,2.6,10.6,6.6,30.9,1.4,0.8,11.1,30.6,9.9,2.7,12.6,0.227,7.0,0.3,7.2,6.3,Damian Lillard
2018-19,28.0,POR,NBA,PG,80.0,2838.0,23.7,0.588,0.419,0.335,2.6,11.1,7.0,30.6,1.5,1.0,10.8,29.3,9.7,2.4,12.1,0.205,6.6,-0.3,6.4,6.0,Damian Lillard
2019-20,29.0,POR,NBA,PG,66.0,2474.0,26.9,0.627,0.5,0.384,1.4,10.5,6.0,34.4,1.3,0.8,11.0,30.3,10.9,0.7,11.6,0.225,8.3,-0.9,7.5,5.9,Damian Lillard
2020-21,30.0,POR,NBA,PG,67.0,2398.0,25.6,0.623,0.528,0.363,1.4,11.5,6.3,34.6,1.3,0.6,11.6,31.4,9.6,0.8,10.4,0.209,7.5,-1.3,6.3,5.0,Damian Lillard
2021-22,31.0,POR,NBA,PG,29.0,1056.0,18.5,0.55,0.514,0.328,1.3,11.6,6.2,34.0,0.8,1.0,11.6,29.3,1.7,0.1,1.7,0.079,4.0,-2.7,1.3,0.9,Damian Lillard
2022-23,32.0,POR,NBA,PG,58.0,2107.0,26.7,0.645,0.547,0.464,2.4,12.8,7.6,35.0,1.2,0.8,11.7,33.8,8.2,0.8,9.0,0.205,8.3,-1.2,7.1,4.9,Damian Lillard
2013-14,22.0,POR,NBA,SG,38.0,476.0,9.0,0.521,0.449,0.191,1.6,9.2,5.4,8.7,1.5,0.3,15.4,20.9,-0.2,0.3,0.2,0.019,-2.9,-0.6,-3.4,-0.2,CJ McCollum
2014-15,23.0,POR,NBA,SG,62.0,973.0,13.1,0.534,0.381,0.2,1.6,8.3,5.0,10.3,2.3,0.6,10.8,20.5,0.7,1.1,1.8,0.089,-1.3,0.8,-0.6,0.4,CJ McCollum
2015-16,24.0,POR,NBA,SG,80.0,2780.0,17.7,0.544,0.33,0.158,1.8,8.3,5.0,21.6,1.7,0.6,11.4,27.1,4.4,1.7,6.0,0.104,2.3,-1.0,1.3,2.3,CJ McCollum
2016-17,25.0,POR,NBA,SG,80.0,2796.0,19.9,0.585,0.305,0.204,2.4,9.1,5.7,18.0,1.3,1.2,9.9,27.5,6.2,1.4,7.6,0.131,3.4,-1.4,2.0,2.8,CJ McCollum
2017-18,26.0,POR,NBA,SG,81.0,2923.0,17.0,0.536,0.316,0.166,2.0,9.9,6.0,15.8,1.3,1.0,8.6,26.5,3.7,2.9,6.6,0.108,1.8,-0.5,1.2,2.4,CJ McCollum
2018-19,27.0,POR,NBA,SG,70.0,2375.0,17.0,0.553,0.358,0.154,2.9,9.7,6.3,13.8,1.1,0.9,7.4,25.5,4.0,1.7,5.6,0.114,2.1,-1.0,1.0,1.8,CJ McCollum
2019-20,28.0,POR,NBA,SG,70.0,2556.0,17.0,0.541,0.378,0.136,1.9,10.2,6.1,19.1,1.0,1.4,8.1,25.9,3.5,0.6,4.1,0.077,2.3,-1.8,0.5,1.6,CJ McCollum
2020-21,29.0,POR,NBA,SG,47.0,1600.0,20.8,0.577,0.475,0.15,2.0,10.6,6.2,23.0,1.3,1.2,6.5,27.1,4.1,0.6,4.7,0.141,5.0,-1.1,3.9,2.4,CJ McCollum
2021-22,30.0,TOT,NBA,SG,62.0,2145.0,18.3,0.553,0.403,0.146,2.6,11.5,6.9,26.1,1.6,1.0,9.3,27.5,2.6,1.0,3.6,0.081,3.2,-1.3,1.9,2.1,CJ McCollum
2021-22,30.0,POR,NBA,SG,36.0,1267.0,15.8,0.532,0.435,0.102,2.8,10.7,6.6,22.5,1.4,1.6,9.2,26.1,0.7,0.3,1.0,0.04,1.8,-1.7,0.1,0.7,CJ McCollum
2021-22,30.0,NOP,NBA,SG,26.0,878.0,21.9,0.58,0.361,0.204,2.3,12.5,7.3,31.3,1.9,0.1,9.5,29.4,1.9,0.7,2.6,0.14,5.3,-0.7,4.6,1.5,CJ McCollum
2022-23,31.0,NOP,NBA,SG,75.0,2649.0,15.6,0.541,0.404,0.177,2.4,11.7,7.0,25.1,1.3,1.4,11.2,26.4,1.5,2.8,4.3,0.078,1.5,-0.7,0.8,1.9,CJ McCollum
2014-15,23.0,MIA,NBA,PG,51.0,1012.0,9.3,0.517,0.518,0.246,2.1,11.2,6.7,19.9,2.1,0.3,24.3,15.5,-0.3,0.8,0.5,0.024,-2.7,-0.5,-3.2,-0.3,Shabazz Napier
2015-16,24.0,ORL,NBA,PG,55.0,600.0,9.6,0.46,0.517,0.224,1.6,8.6,5.1,23.1,1.9,0.1,17.2,19.7,-0.3,0.4,0.1,0.004,-2.0,-1.0,-3.0,-0.2,Shabazz Napier
2016-17,25.0,POR,NBA,PG,53.0,512.0,13.6,0.533,0.503,0.268,1.7,11.5,6.6,19.5,3.1,0.3,16.7,21.2,0.1,0.5,0.6,0.06,-0.8,0.5,-0.4,0.2,Shabazz Napier
2017-18,26.0,POR,NBA,PG,74.0,1535.0,14.2,0.544,0.411,0.26,1.9,10.1,6.0,14.6,2.6,0.7,13.2,19.5,1.2,2.0,3.2,0.101,-0.7,1.4,0.7,1.0,Shabazz Napier
2018-19,27.0,BRK,NBA,PG,56.0,983.0,15.3,0.534,0.524,0.317,1.9,8.7,5.3,22.2,2.0,1.3,11.7,24.0,1.0,1.0,2.0,0.098,0.9,0.6,1.5,0.9,Shabazz Napier
2019-20,28.0,TOT,NBA,PG,56.0,1344.0,13.8,0.552,0.526,0.336,2.0,10.9,6.3,27.8,2.4,0.7,19.7,20.0,0.8,0.9,1.7,0.059,-0.7,-0.4,-1.1,0.3,Shabazz Napier
2019-20,28.0,MIN,NBA,PG,36.0,856.0,13.9,0.539,0.562,0.311,2.0,11.9,6.8,31.3,2.2,0.7,19.1,19.1,0.6,0.6,1.3,0.071,-0.6,-0.2,-0.8,0.3,Shabazz Napier
2019-20,28.0,WAS,NBA,PG,20.0,488.0,13.6,0.573,0.468,0.376,1.9,9.1,5.4,21.7,2.8,0.7,20.5,21.6,0.1,0.3,0.4,0.039,-0.9,-0.7,-1.6,0.0,Shabazz Napier
2014-15,20.0,DEN,NBA,C,62.0,1103.0,14.8,0.483,0.005,0.345,11.8,26.1,18.7,7.3,2.4,4.8,16.3,20.7,-0.2,1.8,1.6,0.069,-3.7,0.9,-2.8,-0.2,Jusuf Nurkić
2015-16,21.0,DEN,NBA,C,32.0,547.0,15.9,0.46,0.012,0.409,12.9,22.7,17.7,12.3,2.2,6.5,16.1,27.2,-0.5,0.9,0.4,0.031,-3.6,0.7,-2.9,-0.1,Jusuf Nurkić
2016-17,22.0,TOT,NBA,C,65.0,1391.0,17.5,0.528,0.002,0.393,12.3,24.8,18.6,13.9,1.8,4.2,18.6,23.9,0.2,1.8,2.0,0.068,-1.4,0.5,-0.9,0.4,Jusuf Nurkić
2016-17,22.0,DEN,NBA,C,45.0,807.0,15.0,0.515,0.0,0.379,12.3,23.2,17.8,11.1,1.5,3.5,18.9,22.6,-0.2,0.8,0.6,0.034,-2.0,-0.1,-2.1,0.0,Jusuf Nurkić
2016-17,22.0,POR,NBA,C,20.0,584.0,21.1,0.545,0.004,0.411,12.3,27.1,19.7,17.7,2.1,5.2,18.2,25.7,0.4,1.0,1.4,0.116,-0.4,1.3,0.9,0.4,Jusuf Nurkić
2017-18,23.0,POR,NBA,C,79.0,2088.0,19.2,0.528,0.007,0.287,10.0,26.9,18.5,11.7,1.5,4.3,14.6,26.4,0.8,3.9,4.7,0.108,-1.1,1.1,0.0,1.1,Jusuf Nurkić
2018-19,24.0,POR,NBA,C,72.0,1974.0,23.4,0.57,0.035,0.442,13.4,26.7,20.2,17.9,1.7,4.2,14.6,24.7,4.4,3.3,7.8,0.189,2.1,1.7,3.7,2.8,Jusuf Nurkić
2019-20,25.0,POR,NBA,C,8.0,253.0,22.6,0.567,0.092,0.321,9.6,24.1,16.9,19.1,2.1,5.4,13.2,24.0,0.5,0.3,0.9,0.164,1.0,1.0,2.0,0.2,Jusuf Nurkić
2020-21,26.0,POR,NBA,C,37.0,880.0,20.5,0.554,0.09,0.339,10.2,30.7,20.2,21.4,2.1,4.0,16.0,22.3,1.2,1.2,2.4,0.133,0.7,1.8,2.5,1.0,Jusuf Nurkić
2021-22,27.0,POR,NBA,C,56.0,1579.0,20.0,0.586,0.093,0.447,11.2,32.6,21.5,16.6,1.9,2.1,16.6,23.6,2.0,1.7,3.6,0.11,0.1,0.2,0.3,0.9,Jusuf Nurkić
2022-23,28.0,POR,NBA,C,52.0,1391.0,17.3,0.589,0.236,0.38,9.3,29.7,19.5,16.4,1.5,2.8,16.8,22.1,1.2,1.5,2.7,0.092,-0.6,0.7,0.1,0.7,Jusuf Nurkić
