2P,2P%,2PA,3P,3P%,3PA,AGE,AST,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,LEAGUE,MP,ORB,PF,POS,PTS,SEASON,STL,TEAM,TOV,TRB,eFG%,PLAYER
123.0,0.413,298.0,0.0,0.0,2.0,24.0,27.0,17.0,165.0,123.0,0.41,300.0,52.0,0.754,69.0,45.0,38.0,NBA,812.0,35.0,111.0,C,298.0,2007-08,9.0,NJN,41.0,200.0,0.41,Nenad Krstić
191.0,0.469,407.0,0.0,0.0,0.0,25.0,29.0,49.0,168.0,191.0,0.469,407.0,63.0,0.797,79.0,46.0,29.0,NBA,1141.0,85.0,114.0,C,445.0,2008-09,21.0,OKC,45.0,253.0,0.469,Nenad Krstić
280.0,0.505,555.0,1.0,0.2,5.0,26.0,52.0,45.0,249.0,281.0,0.502,560.0,76.0,0.717,106.0,76.0,76.0,NBA,1741.0,134.0,177.0,C,639.0,2009-10,32.0,OKC,58.0,383.0,0.503,Nenad Krstić
231.0,0.511,452.0,0.0,0.0,0.0,27.0,27.0,25.0,211.0,231.0,0.511,452.0,113.0,0.774,146.0,71.0,67.0,NBA,1571.0,124.0,184.0,C,575.0,2010-11,26.0,TOT,56.0,335.0,0.511,Nenad Krstić
152.0,0.498,305.0,0.0,0.0,0.0,27.0,19.0,17.0,130.0,152.0,0.498,305.0,53.0,0.803,66.0,47.0,47.0,NBA,1018.0,77.0,107.0,C,357.0,2010-11,18.0,OKC,33.0,207.0,0.498,Nenad Krstić
79.0,0.537,147.0,0.0,0.0,0.0,27.0,8.0,8.0,81.0,79.0,0.537,147.0,60.0,0.75,80.0,24.0,20.0,NBA,553.0,47.0,77.0,C,218.0,2010-11,8.0,BOS,23.0,128.0,0.537,Nenad Krstić
17.0,0.447,38.0,17.0,0.304,56.0,29.0,17.0,1.0,29.0,34.0,0.362,94.0,7.0,0.778,9.0,25.0,0.0,NBA,356.0,7.0,29.0,SF,92.0,2004-05,14.0,NJN,9.0,36.0,0.452,Billy Thomas
3.0,0.3,10.0,10.0,0.333,30.0,30.0,9.0,1.0,9.0,13.0,0.325,40.0,2.0,1.0,2.0,17.0,0.0,NBA,131.0,5.0,19.0,SG,38.0,2005-06,10.0,WAS,6.0,14.0,0.45,Billy Thomas
0.0,0.0,1.0,4.0,0.25,16.0,32.0,0.0,0.0,2.0,4.0,0.235,17.0,2.0,1.0,2.0,11.0,0.0,NBA,42.0,0.0,4.0,SF,14.0,2007-08,1.0,TOT,4.0,2.0,0.353,Billy Thomas
0.0,0.0,0.0,0.0,0.0,3.0,32.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,4.0,0.0,NBA,8.0,0.0,0.0,SF,2.0,2007-08,0.0,NJN,1.0,0.0,0.0,Billy Thomas
0.0,0.0,1.0,4.0,0.308,13.0,32.0,0.0,0.0,2.0,4.0,0.286,14.0,0.0,0.0,0.0,7.0,0.0,NBA,34.0,0.0,4.0,SF,12.0,2007-08,1.0,CLE,3.0,2.0,0.429,Billy Thomas
162.0,0.446,363.0,46.0,0.282,163.0,21.0,260.0,2.0,134.0,208.0,0.395,526.0,72.0,0.847,85.0,79.0,2.0,NBA,1315.0,29.0,96.0,PG,534.0,2006-07,29.0,NJN,142.0,163.0,0.439,Marcus Williams
57.0,0.377,151.0,54.0,0.38,142.0,22.0,140.0,3.0,87.0,111.0,0.379,293.0,37.0,0.787,47.0,53.0,7.0,NBA,854.0,14.0,52.0,PG,313.0,2007-08,25.0,NJN,75.0,101.0,0.471,Marcus Williams
2.0,0.182,11.0,2.0,0.333,6.0,23.0,13.0,1.0,4.0,4.0,0.235,17.0,2.0,0.333,6.0,9.0,0.0,NBA,54.0,0.0,6.0,PG,12.0,2008-09,1.0,GSW,4.0,4.0,0.294,Marcus Williams
80.0,0.421,190.0,24.0,0.296,81.0,24.0,161.0,1.0,80.0,104.0,0.384,271.0,37.0,0.673,55.0,62.0,1.0,NBA,872.0,13.0,43.0,PG,269.0,2009-10,32.0,MEM,74.0,93.0,0.428,Marcus Williams
164.0,0.538,305.0,0.0,0.0,0.0,21.0,28.0,106.0,207.0,164.0,0.538,305.0,81.0,0.609,133.0,73.0,29.0,NBA,1278.0,115.0,193.0,C,409.0,2007-08,28.0,NJN,70.0,322.0,0.538,Sean Williams
30.0,0.417,72.0,0.0,0.0,0.0,22.0,13.0,29.0,45.0,30.0,0.417,72.0,20.0,0.625,32.0,33.0,0.0,NBA,366.0,34.0,72.0,PF,80.0,2008-09,7.0,NJN,20.0,79.0,0.417,Sean Williams
21.0,0.438,48.0,0.0,0.0,1.0,23.0,1.0,19.0,25.0,21.0,0.429,49.0,10.0,0.526,19.0,20.0,0.0,NBA,227.0,21.0,41.0,PF,52.0,2009-10,8.0,NJN,20.0,46.0,0.429,Sean Williams
14.0,0.636,22.0,0.0,0.0,0.0,25.0,5.0,8.0,12.0,14.0,0.636,22.0,12.0,0.923,13.0,11.0,0.0,NBA,107.0,13.0,18.0,C,40.0,2011-12,4.0,TOT,10.0,25.0,0.636,Sean Williams
12.0,0.75,16.0,0.0,0.0,0.0,25.0,2.0,5.0,4.0,12.0,0.75,16.0,5.0,0.833,6.0,8.0,0.0,NBA,65.0,9.0,14.0,C,29.0,2011-12,1.0,DAL,7.0,13.0,0.75,Sean Williams
2.0,0.333,6.0,0.0,0.0,0.0,25.0,3.0,3.0,8.0,2.0,0.333,6.0,7.0,1.0,7.0,3.0,0.0,NBA,42.0,4.0,4.0,C,11.0,2011-12,3.0,BOS,3.0,12.0,0.333,Sean Williams
28.0,0.424,66.0,1.0,0.067,15.0,21.0,12.0,3.0,22.0,29.0,0.358,81.0,11.0,0.5,22.0,39.0,0.0,NBA,370.0,8.0,42.0,SG,70.0,2005-06,4.0,NJN,21.0,30.0,0.364,Antoine Wright
91.0,0.474,192.0,19.0,0.322,59.0,22.0,55.0,10.0,137.0,110.0,0.438,251.0,44.0,0.603,73.0,63.0,23.0,NBA,1137.0,38.0,120.0,SG,283.0,2006-07,30.0,NJN,43.0,175.0,0.476,Antoine Wright
104.0,0.475,219.0,32.0,0.291,110.0,23.0,80.0,21.0,107.0,136.0,0.413,329.0,46.0,0.687,67.0,56.0,10.0,NBA,1232.0,40.0,127.0,SG,350.0,2007-08,28.0,TOT,50.0,147.0,0.462,Antoine Wright
88.0,0.473,186.0,27.0,0.267,101.0,23.0,67.0,17.0,90.0,115.0,0.401,287.0,41.0,0.707,58.0,41.0,10.0,NBA,1056.0,35.0,105.0,SG,298.0,2007-08,26.0,NJN,39.0,125.0,0.448,Antoine Wright
16.0,0.485,33.0,5.0,0.556,9.0,23.0,13.0,4.0,17.0,21.0,0.5,42.0,5.0,0.556,9.0,15.0,0.0,NBA,176.0,5.0,22.0,SG,52.0,2007-08,2.0,DAL,11.0,22.0,0.56,Antoine Wright
134.0,0.475,282.0,45.0,0.302,149.0,24.0,77.0,27.0,105.0,179.0,0.415,431.0,71.0,0.747,95.0,65.0,53.0,NBA,1552.0,31.0,172.0,SF,474.0,2008-09,46.0,DAL,54.0,136.0,0.468,Antoine Wright
104.0,0.46,226.0,58.0,0.335,173.0,25.0,71.0,11.0,152.0,162.0,0.406,399.0,53.0,0.688,77.0,67.0,10.0,NBA,1392.0,38.0,134.0,SF,435.0,2009-10,30.0,TOR,58.0,190.0,0.479,Antoine Wright
1.0,0.25,4.0,0.0,0.0,4.0,26.0,0.0,0.0,1.0,1.0,0.125,8.0,0.0,0.0,0.0,7.0,0.0,NBA,31.0,2.0,3.0,SG,2.0,2010-11,1.0,SAC,1.0,3.0,0.125,Antoine Wright
