SEASON,AGE,TEAM,LEAGUE,POS,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PLAYER
2004-05,21.0,UTA,NBA,SG,68.0,7.0,906.0,4.8,13.0,0.372,1.2,3.4,0.353,3.7,9.7,0.379,2.5,3.8,0.667,2.0,2.8,4.8,1.4,1.0,0.8,2.3,4.6,13.4,Kirk Snyder
2005-06,22.0,NOK,NBA,SG,68.0,45.0,1310.0,5.6,12.4,0.453,1.3,3.5,0.357,4.4,8.9,0.491,2.4,3.2,0.735,1.5,2.9,4.4,2.8,0.8,0.6,1.9,2.9,14.9,Kirk Snyder
2006-07,23.0,HOU,NBA,SF,39.0,1.0,563.0,4.2,9.3,0.452,0.7,2.8,0.25,3.5,6.5,0.539,3.1,4.8,0.653,1.1,4.2,5.3,2.5,0.7,0.8,1.7,3.3,12.3,Kirk Snyder
2007-08,24.0,TOT,NBA,"PF,SF",36.0,18.0,761.0,4.5,8.9,0.508,0.2,1.1,0.217,4.3,7.9,0.548,3.0,4.2,0.727,1.4,4.5,6.0,3.0,0.9,0.7,2.5,2.6,12.3,Kirk Snyder
2007-08,24.0,HOU,NBA,PF,9.0,0.0,81.0,5.8,12.4,0.464,0.9,4.0,0.222,4.9,8.4,0.579,2.7,4.9,0.545,2.2,3.1,5.3,3.6,0.4,0.4,1.8,2.7,15.1,Kirk Snyder
2007-08,24.0,MIN,NBA,SF,27.0,18.0,680.0,4.4,8.5,0.516,0.2,0.7,0.214,4.2,7.8,0.544,3.1,4.1,0.753,1.3,4.7,6.0,3.0,1.0,0.7,2.5,2.6,12.0,Kirk Snyder
2004-05,23.0,TOT,NBA,"C,PF",46.0,18.0,705.0,4.2,10.2,0.412,0.0,0.2,0.0,4.2,10.0,0.418,2.5,3.8,0.64,3.3,5.7,8.9,2.0,1.3,1.0,3.3,5.4,10.8,Jackson Vroman
2004-05,23.0,PHO,NBA,PF,10.0,1.0,57.0,3.8,10.1,0.375,0.0,0.0,0.0,3.8,10.1,0.375,2.5,4.4,0.571,3.2,5.1,8.2,4.4,1.9,1.3,4.4,6.9,10.1,Jackson Vroman
2004-05,23.0,NOH,NBA,C,36.0,17.0,648.0,4.2,10.2,0.415,0.0,0.2,0.0,4.2,10.0,0.422,2.4,3.8,0.647,3.3,5.7,9.0,1.8,1.2,0.9,3.2,5.2,10.9,Jackson Vroman
2005-06,24.0,NOK,NBA,PF,41.0,2.0,406.0,2.3,5.9,0.394,0.0,0.0,0.0,2.3,5.9,0.394,1.9,3.9,0.477,2.9,4.7,7.6,1.0,1.1,1.0,1.9,6.9,6.5,Jackson Vroman
